"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FC","2021-07-26","87.1","-1.94","6.11","Ohtani, Shohei",656582,660271,,"ball",,,,,14,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","B",,,1,0,2021,"0.3","0.32","0.56","1.01",,,,0,7,"Top",,,,,545358,,,5.423247675171744,-126.72025170853978,-6.7793607515134955,2.1874135738857317,25.120700456552346,-27.60583862183578,"3.27","1.51",,,,"87.8",2025,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.83",,,,,,,,50,2,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",172,"0","0.07"
"FC","2021-07-26","85.9","-2.01","6.14","Ohtani, Shohei",656582,660271,,"ball",,,,,14,"Connor Joe strikes out swinging.","R","R","R","LAA","COL","B",,,0,0,2021,"0.35","0.46","0.69","1.1",,,,0,7,"Top",,,,,545358,,,5.722726793551926,-124.8757585418189,-6.652968270166921,2.6358491503266506,23.78722910108097,-26.30036160661553,"3.16","1.41",,,,"86.6",2033,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.82",,,,,,,,50,1,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",178,"0","0.038"
"FS","2021-07-26","88.7","-1.98","6.16","Ohtani, Shohei",656541,660271,"strikeout","swinging_strike",,,,,4,"Sam Hilliard strikes out swinging.","R","L","R","LAA","COL","S",2,,2,2,2021,"-0.01","0.24","-0.68","2.96",,,,2,6,"Top",,,,,545358,,,3.2263373980584986,-129.10623664890338,-2.213119254112975,-0.8622329709539206,30.982978156401444,-29.227333931845926,"3.58","1.68",,,,"88.8",1254,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.84",,,"0",1,0,0,,44,5,"Split-Finger",2,1,1,2,1,2,1,2,"Infield shift","Standard",246,"0.017","-0.091"
"FF","2021-07-26","97.3","-2.1","5.97","Ohtani, Shohei",656541,660271,,"foul",,,,,4,"Sam Hilliard strikes out swinging.","R","L","R","LAA","COL","S",,,2,1,2021,"-0.12","0.82","-0.36","2.7",,,,2,6,"Top",,,,,545358,,,4.965145455949351,-141.61785249895024,-5.198862467088464,-2.6949535352983163,31.39663754413982,-20.196291546677852,"3.58","1.68",224,"78.7",24,"98.3",2102,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.73",,,,,,,,44,4,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",208,"0","-0.028"
"FF","2021-07-26","96.5","-2.14","5.91","Ohtani, Shohei",656541,660271,,"foul",,,,,9,"Sam Hilliard strikes out swinging.","R","L","R","LAA","COL","S",,,2,0,2021,"-0.01","1.19","0.83","1.97",,,,2,6,"Top",,,,,545358,,,7.95912303069062,-140.14749423967214,-7.683633193508398,-1.8288252958356999,30.75890485004878,-14.91968823366914,"3.58","1.68",3,"98.5",-35,"97.4",2177,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.67",,,,,,,,44,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",212,"0","-0.024"
"FC","2021-07-26","90","-2.19","5.81","Ohtani, Shohei",656541,660271,,"ball",,,,,14,"Sam Hilliard strikes out swinging.","R","L","R","LAA","COL","B",,,1,0,2021,"0.86","-0.05","1.42","0.36",,,,2,6,"Top",,,,,545358,,,7.190281851561568,-130.86320980669396,-7.526577819375081,8.387982369731796,27.314197308263427,-31.309274139792535,"3.51","1.6",,,,"90.8",2405,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.69",,,,,,,,44,2,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",129,"0","0.024"
"CU","2021-07-26","76.7","-1.71","6.29","Ohtani, Shohei",656541,660271,,"ball",,,,,14,"Sam Hilliard strikes out swinging.","R","L","R","LAA","COL","B",,,0,0,2021,"1.12","-1.12","0.57","0.76",,,,2,6,"Top",,,,,545358,,,2.8164875698606027,-111.62999553033917,-2.5936613885165754,8.702028237280159,22.712103401047603,-41.161772870791516,"3.29","1.39",,,,"76.9",2361,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.77",,,,,,,,44,1,"Curveball",2,1,1,2,1,2,1,2,"Infield shift","Standard",40,"0","0.016"
"CU","2021-07-26","78.5","-1.72","6.22","Ohtani, Shohei",543068,660271,"field_out","hit_into_play",,,,,14,"C.J. Cron lines out to third baseman Jack Mayfield.","R","R","R","LAA","COL","X",5,"line_drive",1,2,2021,"1.21","-1.21","0.92","1.5",,,,1,6,"Top",97.04,160.01,,,545358,,,3.505360067592785,-114.23886283520017,-0.9769157806338029,9.704755868208721,25.19494514438329,-42.664104267771556,"3.55","1.63",126,"69.6",12,"78.6",2529,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.71",0.314,0.283,"0",1,0,0,2,43,4,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",35,"0.026","-0.114"
"FS","2021-07-26","89.7","-2.1","5.96","Ohtani, Shohei",543068,660271,,"ball",,,,,14,"C.J. Cron lines out to third baseman Jack Mayfield.","R","R","R","LAA","COL","B",,,0,2,2021,"-0.19","0.26","1.5","0.2",,,,1,6,"Top",,,,,545358,,,9.373255243195741,-130.06325867067594,-8.76134782060477,-4.302085179526754,29.903077413619712,-27.316425440552752,"3.79","1.78",,,,"89.9",1346,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.66",,,,,,,,43,3,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",225,"0","0.013"
"FS","2021-07-26","87.9","-1.89","6.21","Ohtani, Shohei",543068,660271,,"swinging_strike",,,,,13,"C.J. Cron lines out to third baseman Jack Mayfield.","R","R","R","LAA","COL","S",,,0,1,2021,"-0.23","0.07","-0.2","1.12",,,,1,6,"Top",,,,,545358,,,4.608271171701992,-127.84350915930644,-6.366573698140784,-3.4929009177938486,28.182703795686542,-30.265068352385942,"3.55","1.63",,,,"88.4",1090,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.72",,,,,,,,43,2,"Split-Finger",2,1,1,2,1,2,1,2,"Infield shift","Standard",230,"0","-0.035"
"ST","2021-07-26","80","-2.15","5.94","Ohtani, Shohei",543068,660271,,"foul",,,,,2,"C.J. Cron lines out to third baseman Jack Mayfield.","R","R","R","LAA","COL","S",,,0,0,2021,"1.57","0.29","0.16","3.41",,,,1,6,"Top",,,,,545358,,,2.1188720509994465,-116.48007331484119,0.6491513888918921,13.823260283974385,23.59383974446192,-29.89360846380877,"3.55","1.63",170,"65.7",57,"80.3",2358,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.88",,,,,,,,43,1,"Sweeper",2,1,1,2,1,2,1,2,"Infield shift","Standard",62,"0","-0.027"
"FC","2021-07-26","92.5","-2.3","5.9","Ohtani, Shohei",596115,660271,"field_out","hit_into_play",,,,,1,"Trevor Story flies out sharply to left fielder Justin Upton.","R","R","R","LAA","COL","X",7,"fly_ball",2,2,2021,"0.18","0.24","-0.34","2.95",,,,0,6,"Top",58.46,62.18,,,545358,,,4.663114370538998,-134.70602845240117,-2.321014459275854,1.2207495015639864,27.13992224137755,-28.91145463592674,"3.47","1.59",375,"103.9",40,"93.7",2309,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.71",0.329,0.643,"0",1,0,0,5,42,5,"Cutter",2,1,1,2,1,2,1,2,"Standard","Standard",152,"0.036","-0.217"
"FS","2021-07-26","89.6","-1.88","6.25","Ohtani, Shohei",596115,660271,,"ball",,,,,14,"Trevor Story flies out sharply to left fielder Justin Upton.","R","R","R","LAA","COL","B",,,1,2,2021,"-0.07","0.02","0.98","0.77",,,,0,6,"Top",,,,,545358,,,7.28870790898161,-130.20529680992672,-7.652150510979649,-2.3586717555773933,26.998018652792098,-30.49163954903017,"3.4","1.57",,,,"90.4",1391,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.66",,,,,,,,42,4,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",234,"0","0.043"
"ST","2021-07-26","82.4","-2.31","5.88","Ohtani, Shohei",596115,660271,,"swinging_strike",,,,,14,"Trevor Story flies out sharply to left fielder Justin Upton.","R","R","R","LAA","COL","S",,,1,1,2021,"1.46","0.15","1.25","1.39",,,,0,6,"Top",,,,,545358,,,5.2750284139827075,-119.96651589550838,-4.017520046673122,13.118675234403318,23.048923682251612,-30.16017241455107,"3.47","1.59",,,,"83",2346,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.85",,,,,,,,42,3,"Sweeper",2,1,1,2,1,2,1,2,"Infield shift","Standard",58,"0","-0.057"
"FC","2021-07-26","91.1","-2.06","5.96","Ohtani, Shohei",596115,660271,,"ball",,,,,14,"Trevor Story flies out sharply to left fielder Justin Upton.","R","R","R","LAA","COL","B",,,0,1,2021,"0.66","0.5","1.41","0.97",,,,0,6,"Top",,,,,545358,,,7.335642231145268,-132.33575500598292,-7.727339327995318,6.23839355469649,28.343478076821164,-24.798499845079085,"3.4","1.62",,,,"91.6",2359,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.82",,,,,,,,42,2,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",157,"0","0.027"
"FC","2021-07-26","88.1","-2.08","5.97","Ohtani, Shohei",596115,660271,,"foul",,,,,9,"Trevor Story flies out sharply to left fielder Justin Upton.","R","R","R","LAA","COL","S",,,0,0,2021,"0.48","0.45","0.49","1.53",,,,0,6,"Top",,,,,545358,,,5.267752487966788,-128.27407111761914,-5.75279186241997,4.447742525176796,23.130469310571055,-26.278292054787762,"3.47","1.59",4,"36.5",-23,"89.3",2179,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.77",,,,,,,,42,1,"Cutter",2,1,1,2,1,2,1,2,"Infield shift","Standard",160,"0","-0.038"
"FS","2021-07-26","88.7","-1.89","6.12","Ohtani, Shohei",453568,660271,"field_out","hit_into_play",,,,,13,"Charlie Blackmon grounds out to first baseman Jared Walsh.","R","L","R","LAA","COL","X",3,"ground_ball",2,2,2021,"-0.24","0.02","-0.85","1.7",,663898,,2,5,"Top",141.93,184.82,,,545358,,,3.0793919694303815,-129.1288247480575,-4.790307746115726,-3.3881953113079106,28.530449058567957,-31.09574847194935,"3.49","1.6",2,"65.8",-40,"89.3",838,"6.8",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.74",0.123,0.116,"0",1,0,0,2,38,5,"Split-Finger",2,1,1,2,1,2,1,2,"Infield shift","Standard",234,"0.047","-0.258"
"FF","2021-07-26","97","-2.62","5.82","Ohtani, Shohei",453568,660271,,"ball",,,,,11,"Charlie Blackmon grounds out to first baseman Jared Walsh.","R","L","R","LAA","COL","B",,,1,2,2021,"0.13","0.77","-1.61","4.48",,,663898,2,5,"Top",,,,,545358,,,2.413070429055355,-141.4144437126379,0.15565843556051295,1.2515035733204722,29.675635454926287,-22.042007387859453,"3.67","1.69",,,,"98",2130,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.95",,,,,,,,38,4,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",196,"-0.014","0.037"
"FF","2021-07-26","95.2","-2.37","5.89","Ohtani, Shohei",453568,660271,,"foul",,,,,5,"Charlie Blackmon grounds out to first baseman Jared Walsh.","R","L","R","LAA","COL","S",,,1,1,2021,"0.12","0.89","0.25","2.72",,,663898,2,5,"Top",,,,,545358,,,6.634067339999907,-138.42463403143066,-4.697968669006936,0.06953308871104716,31.02445002780195,-19.830881092985152,"3.49","1.6",173,"64.5",27,"95.9",2125,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.76",,,,,,,,38,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",200,"0","-0.059"
"FF","2021-07-26","94.2","-2.29","5.93","Ohtani, Shohei",453568,660271,,"swinging_strike",,,,,2,"Charlie Blackmon grounds out to first baseman Jared Walsh.","R","L","R","LAA","COL","S",,,1,0,2021,"0.31","1","0.04","3.09",,,663898,2,5,"Top",,,,,545358,,,5.408604777620226,-137.1098454301547,-3.908348138523002,2.6911325445541774,30.353343887533434,-18.9420056902558,"3.49","1.6",,,,"95",2028,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.77",,,,,,,,38,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard",207,"0","-0.048"
"CU","2021-07-26","73","-1.69","6.36","Ohtani, Shohei",453568,660271,,"ball",,,,,11,"Charlie Blackmon grounds out to first baseman Jared Walsh.","R","L","R","LAA","COL","B",,,0,0,2021,"1.17","-1.09","-1.27","4.27",,,663898,2,5,"Top",,,,,545358,,,-1.1687922975999132,-106.05777413782299,5.178112321403866,8.928092365772605,20.758626609951772,-41.55400695556461,"3.44","1.61",,,,"72.8",2298,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.92",,,,,,,,38,1,"Curveball",2,1,1,2,1,2,1,2,"Infield shift","Standard",38,"0","0.036"
"FC","2021-07-26","87.5","-2.03","5.96","Ohtani, Shohei",663898,660271,"force_out","hit_into_play",,,,,9,"Rockies challenged (force play), call on the field was upheld: Brendan Rodgers grounds into a force out, shortstop Jose Iglesias to second baseman David Fletcher.   Raimel Tapia out at 2nd.    Brendan Rodgers to 1st.","R","R","R","LAA","COL","X",6,"ground_ball",0,0,2021,"0.47","0.26","0.31","1.76",,,606132,1,5,"Top",116.33,136.86,,,545358,,,4.692102519394174,-127.32752742012575,-4.552374442980418,4.139185567567128,26.54269334973695,-28.56489932948536,"3.37","1.53",12,"102.9",-8,"87.9",2236,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.92",0.294,0.273,"0",1,0,0,2,37,1,"Cutter",2,1,1,2,1,2,1,2,"Standard","Standard",159,"0.04","-0.384"
"FF","2021-07-26","95.2","-2.1","6.07","Ohtani, Shohei",606132,660271,"single","hit_into_play",,,,,2,"Raimel Tapia singles on a ground ball to left fielder Justin Upton.","R","L","R","LAA","COL","X",7,"ground_ball",0,1,2021,"0.05","1.16","-0.16","3.23",,,,1,5,"Top",57.99,122.38,,,545358,,,5.011295810680498,-138.58525534186762,-4.456297979436566,-0.507183920909027,30.453594018171973,-16.36856034494861,"3.49","1.6",12,"95.8",-14,"95.7",2228,"6.5",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.97",0.197,0.186,"0.9",1,1,0,2,36,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",201,"-0.036","0.29"
"FF","2021-07-26","95.7","-2.01","6","Ohtani, Shohei",606132,660271,,"called_strike",,,,,9,"Raimel Tapia singles on a ground ball to left fielder Justin Upton.","R","L","R","LAA","COL","S",,,0,0,2021,"-0.17","1.41","0.62","1.5",,,,1,5,"Top",,,,,545358,,,7.378745829592625,-138.980530145825,-9.481594126522014,-3.746617848363168,29.75182657200606,-11.973059051996094,"3.56","1.52",,,,"96.5",2164,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.76",,,,,,,,36,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",213,"0","-0.027"
"ST","2021-07-26","84","-2.06","6.14","Ohtani, Shohei",624513,660271,"home_run","hit_into_play",,,,,5,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","X",,"fly_ball",3,2,2021,"1.39","-0.15","-0.21","2.78",,,,1,5,"Top",214.14,75.46,,,545358,,,1.5336826993843564,-122.39043025106993,-1.0886117952471335,13.666985476379713,24.65720696117766,-33.64768098044001,"3.41","1.56",374,"101.5",41,"84.5",2389,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.89",0.223,0.429,"2",1,0,3,5,35,7,"Sweeper",2,0,0,2,1,2,1,2,"Infield shift","Standard",65,"-0.113","0.951"
"ST","2021-07-26","82.1","-2.32","5.87","Ohtani, Shohei",624513,660271,,"foul",,,,,8,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","S",,,3,2,2021,"1.55","0.18","-0.14","2.05",,,,1,5,"Top",,,,,545358,,,1.9409490188267167,-119.49114581389584,-2.425354411039647,14.342859745646894,24.631971212980172,-30.162474581697726,"3.41","1.56",10,"84",-13,"82.2",2448,"6.5",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"54",,,,,,,,35,6,"Sweeper",2,0,0,2,0,2,0,2,"Infield shift","Standard",66,"0","0"
"FS","2021-07-26","88.6","-1.95","6.16","Ohtani, Shohei",624513,660271,,"ball",,,,,13,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","B",,,2,2,2021,"-0.2","-0.09","-1.41","1.65",,,,1,5,"Top",,,,,545358,,,1.7803468392936395,-129.049575873724,-4.803253654640087,-2.648894310300294,27.52579638291061,-32.32380639058117,"3.24","1.45",,,,"89.2",1111,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.85",,,,,,,,35,5,"Split-Finger",2,0,0,2,0,2,0,2,"Infield shift","Standard",248,"0","0.071"
"ST","2021-07-26","83.1","-2.32","5.95","Ohtani, Shohei",624513,660271,,"foul",,,,,8,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","S",,,2,1,2021,"1.46","0.21","0.14","1.8",,,,1,5,"Top",,,,,545358,,,2.761868121685945,-120.92976596153952,-3.462158906689024,13.734333781268054,24.937541266479993,-29.60719425751671,"3.41","1.56",,,,"83.5",2420,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.79",,,,,,,,35,4,"Sweeper",2,0,0,2,0,2,0,2,"Infield shift","Standard",66,"0","-0.053"
"ST","2021-07-26","82.3","-2.21","5.96","Ohtani, Shohei",624513,660271,,"ball",,,,,9,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","B",,,1,1,2021,"1","0.44","0.51","1.65",,,,1,5,"Top",,,,,545358,,,4.262366909396778,-119.73362084745139,-4.083160989005465,8.725953423306967,24.57351729618905,-27.34589569993323,"3.38","1.68",,,,"82.5",2323,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.94",,,,,,,,35,3,"Sweeper",2,0,0,2,0,2,0,2,"Infield shift","Standard",73,"0","0.038"
"FF","2021-07-26","95.7","-2.22","6.04","Ohtani, Shohei",624513,660271,,"ball",,,,,11,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","B",,,0,1,2021,"-0.43","1.32","-1.57","2.88",,,,1,5,"Top",,,,,545358,,,2.719836161105925,-139.24538929479112,-5.731499775329078,-6.236875116680182,31.1780289133854,-13.881965043344177,"3.43","1.53",,,,"96.3",2090,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.88",,,,,,,,35,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",209,"0","0.021"
"FF","2021-07-26","94.8","-2.09","6.11","Ohtani, Shohei",624513,660271,,"foul",,,,,4,"Dom Nunez homers (6) on a fly ball to right field.","R","L","R","LAA","COL","S",,,0,0,2021,"-0.46","1.29","-0.61","2.79",,,,1,5,"Top",,,,,545358,,,4.9359472184807425,-137.9361811979583,-5.9175462007171475,-7.009552520044124,30.866066818759915,-14.599491305738656,"3.41","1.56",237,"81.4",49,"95.5",2007,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.8",,,,,,,,35,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",212,"0","-0.027"
"FC","2021-07-26","86.2","-2.16","6.08","Ohtani, Shohei",658069,660271,"field_out","hit_into_play",,,,,8,"Joshua Fuentes pops out to shortstop Jose Iglesias.","R","R","R","LAA","COL","X",6,"popup",2,0,2021,"0.18","0.41","0.18","2.16",,,,0,5,"Top",123.92,142.31,,,545358,,,5.2348321948659144,-125.42008514704229,-3.9240921981432217,0.8214856573780797,25.279406463045447,-27.256607955689272,"3.47","1.59",147,"76.1",62,"86.7",2089,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.91",0.006,0.005,"0",1,0,0,3,34,3,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",161,"0.028","-0.35"
"FC","2021-07-26","86.7","-2.1","6.15","Ohtani, Shohei",658069,660271,,"ball",,,,,14,"Joshua Fuentes pops out to shortstop Jose Iglesias.","R","R","R","LAA","COL","B",,,1,0,2021,"0.26","0.7","0.89","1.42",,,,0,5,"Top",,,,,545358,,,6.630775515750441,-126.04810287433779,-6.5878883251058955,1.5064476715102377,24.20939738457051,-23.580135554377176,"3.6","1.66",,,,"87.3",2154,"6.6",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.93",,,,,,,,34,2,"Cutter",2,0,0,2,0,2,0,2,"Standard","Standard",182,"0","0.07"
"FF","2021-07-26","92.3","-1.89","6.3","Ohtani, Shohei",658069,660271,,"ball",,,,,11,"Joshua Fuentes pops out to shortstop Jose Iglesias.","R","R","R","LAA","COL","B",,,0,0,2021,"-0.49","1.28","-1.1","3.34",,,,0,5,"Top",,,,,545358,,,3.0901607173622647,-134.46611334938004,-4.5430573446058125,-6.6405358539615165,28.683204083097312,-15.905242532170234,"3.5","1.6",,,,"93.1",1990,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.84",,,,,,,,34,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",211,"0","0.038"
"ST","2021-07-26","85.4","-2.23","5.83","Ohtani, Shohei",656582,660271,"field_out","hit_into_play",,,,,12,"Connor Joe pops out to first baseman Jared Walsh.","R","R","R","LAA","COL","X",3,"popup",2,2,2021,"1.52","0.42","0.86","3.07",,596115,656541,2,4,"Top",167.25,148.49,,,545358,,,4.2534010326970915,-124.29151294503991,-1.0336955725098607,14.777976250892117,26.19278403431931,-27.873372092236924,"3.37","1.53",165,"78",61,"86.1",2416,"6.9",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.63",0.011,0.011,"0",1,0,0,3,29,5,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",72,"0.05","-0.391"
"FF","2021-07-26","96.6","-1.99","5.98","Ohtani, Shohei",656582,660271,,"called_strike",,,,,14,"Connor Joe pops out to first baseman Jared Walsh.","R","R","R","LAA","COL","S",,,2,1,2021,"-0.03","1.06","0.86","2.4",,596115,656541,2,4,"Top",,,,,545358,,,7.697550417949506,-140.4720642038609,-6.444115251111343,-2.040349855700559,30.263751686056928,-16.85998957249543,"3.24","1.56",,,,"97.5",2163,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.8",,,,,,,,29,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shift","Standard",207,"0","-0.133"
"ST","2021-07-26","82","-2.11","5.87","Ohtani, Shohei",656582,660271,,"ball",,,,,14,"Connor Joe pops out to first baseman Jared Walsh.","R","R","R","LAA","COL","B",,,1,1,2021,"1.64","0.02","1.29","1.35",,596115,656541,2,4,"Top",,,,,545358,,,4.563064333217546,-119.22965111006626,-3.650596288510126,14.50261055032267,25.38772858870873,-31.46039161823483,"3.25","1.49",,,,"82.4",2376,"6.9",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.63",,,,,,,,29,3,"Sweeper",2,0,0,2,0,2,0,2,"Infield shift","Standard",65,"0","0.094"
"FC","2021-07-26","88.4","-2.09","5.96","Ohtani, Shohei",656582,660271,,"called_strike",,,,,6,"Connor Joe pops out to first baseman Jared Walsh.","R","R","R","LAA","COL","S",,,1,0,2021,"0.6","0.51","0.59","2.13",,596115,656541,2,4,"Top",,,,,545358,,,5.322155907311355,-128.57543491958035,-4.321832123732633,5.475006411039483,27.55991701334886,-25.847945394746066,"3.24","1.49",,,,"88.9",2262,"6.7",633157,660271,545358,665120,664058,608686,578428,457708,669016,594809,"53.81",,,,,,,,29,2,"Cutter",2,0,0,2,0,2,0,2,"Infield shift","Standard",167,"0","-0.077"
